ZCTA5,Final Type,,,,,,,,,
84026,Rural,,,,,,,,,
84027,Rural,,,,,,,,,
84028,Rural,,,,,,,,,
84029,Mixed,,,,,,,,,
84031,Rural,,,,,,,,,
84032,Urban Cluster,,,,,,,,,
84033,Rural,,,,,,,,,
84034,Rural,,,,,,,,,
84035,Rural,,,,,,,,,
84036,Mixed,,,,,,,,,
84037,Urbanized Area,,,,,,,,,
84038,Rural,,,,,,,,,
84039,Rural,,,,,,,,,
84040,Urbanized Area,,,,,,,,,
84041,Urbanized Area,,,,,,,,,
84042,Urbanized Area,,,,,,,,,
84043,Urbanized Area,,,,,,,,,
84044,Urbanized Area,,,,,,,,,
84045,Urbanized Area,,,,,,,,,
84046,Rural,,,,,,,,,
84047,Urbanized Area,,,,,,,,,
84049,Urban Cluster,,,,,,,,,
84050,Mixed,,,,,,,,,
84051,Rural,,,,,,,,,
84052,Rural,,,,,,,,,
84053,Rural,,,,,,,,,
84054,Urbanized Area,,,,,,,,,
84055,Rural,,,,,,,,,
84056,Urbanized Area,,,,,,,,,
84057,Urbanized Area,,,,,,,,,
84058,Urbanized Area,,,,,,,,,
84060,Urban Cluster,,,,,,,,,
84061,Rural,,,,,,,,,
84062,Urbanized Area,,,,,,,,,
84063,Rural,,,,,,,,,
84064,Rural,,,,,,,,,
84065,Urbanized Area,,,,,,,,,
84066,Mixed,,,,,,,,,
84067,Urbanized Area,,,,,,,,,
84069,Rural,,,,,,,,,
84070,Urbanized Area,,,,,,,,,
84071,Rural,,,,,,,,,
84072,Rural,,,,,,,,,
84073,Rural,,,,,,,,,
84074,Mixed,,,,,,,,,
84075,Urbanized Area,,,,,,,,,
84076,Rural,,,,,,,,,
84078,Mixed,,,,,,,,,
84080,Rural,,,,,,,,,
84081,Urbanized Area,,,,,,,,,
84082,Rural,,,,,,,,,
84083,Mixed,,,,,,,,,
84084,Urbanized Area,,,,,,,,,
84085,Rural,,,,,,,,,
84086,Rural,,,,,,,,,
84087,Urbanized Area,,,,,,,,,
84088,Urbanized Area,,,,,,,,,
84092,Urbanized Area,,,,,,,,,
84093,Urbanized Area,,,,,,,,,
84094,Urbanized Area,,,,,,,,,
84095,Urbanized Area,,,,,,,,,
84096,Urbanized Area,,,,,,,,,
84097,Urbanized Area,,,,,,,,,
84098,Mixed,,,,,,,,,
84101,Urbanized Area,,,,,,,,,
84102,Urbanized Area,,,,,,,,,
84103,Urbanized Area,,,,,,,,,
84104,Urbanized Area,,,,,,,,,
84105,Urbanized Area,,,,,,,,,
84106,Urbanized Area,,,,,,,,,
84107,Urbanized Area,,,,,,,,,
84108,Urbanized Area,,,,,,,,,
84109,Urbanized Area,,,,,,,,,
84111,Urbanized Area,,,,,,,,,
84112,Urbanized Area,,,,,,,,,
84113,Urbanized Area,,,,,,,,,
84115,Urbanized Area,,,,,,,,,
84116,Urbanized Area,,,,,,,,,
84117,Urbanized Area,,,,,,,,,
84118,Urbanized Area,,,,,,,,,
84119,Urbanized Area,,,,,,,,,
84120,Urbanized Area,,,,,,,,,
84121,Urbanized Area,,,,,,,,,
84123,Urbanized Area,,,,,,,,,
84124,Urbanized Area,,,,,,,,,
84128,Urbanized Area,,,,,,,,,
84144,Mixed,,,,,,,,,
84180,Mixed,,,,,,,,,
84301,Rural,,,,,,,,,
84302,Urbanized Area,,,,,,,,,
84304,Rural,,,,,,,,,
84305,Rural,,,,,,,,,
84306,Rural,,,,,,,,,
84307,Rural,,,,,,,,,
84308,Rural,,,,,,,,,
84309,Rural,,,,,,,,,
84310,Rural,,,,,,,,,
84311,Rural,,,,,,,,,
84312,Mixed,,,,,,,,,
84313,Rural,,,,,,,,,
84314,Rural,,,,,,,,,
84315,Urbanized Area,,,,,,,,,
84316,Rural,,,,,,,,,
84317,Rural,,,,,,,,,
84318,Urbanized Area,,,,,,,,,
84319,Urbanized Area,,,,,,,,,
84320,Rural,,,,,,,,,
84321,Urbanized Area,,,,,,,,,
84324,Rural,,,,,,,,,
84325,Rural,,,,,,,,,
84326,Urbanized Area,,,,,,,,,
84327,Rural,,,,,,,,,
84328,Rural,,,,,,,,,
84329,Rural,,,,,,,,,
84330,Rural,,,,,,,,,
84331,Rural,,,,,,,,,
84332,Urbanized Area,,,,,,,,,
84333,Rural,,,,,,,,,
84334,Rural,,,,,,,,,
84335,Urbanized Area,,,,,,,,,
84336,Rural,,,,,,,,,
84337,Mixed,,,,,,,,,
84338,Rural,,,,,,,,,
84339,Mixed,,,,,,,,,
84340,Urbanized Area,,,,,,,,,
84341,Urbanized Area,,,,,,,,,
84401,Urbanized Area,,,,,,,,,
84403,Urbanized Area,,,,,,,,,
84404,Urbanized Area,,,,,,,,,
84405,Urbanized Area,,,,,,,,,
84414,Urbanized Area,,,,,,,,,
84501,Urban Cluster,,,,,,,,,
84511,Mixed,,,,,,,,,
84512,Rural,,,,,,,,,
84513,Urban Cluster,,,,,,,,,
84515,Rural,,,,,,,,,
84516,Rural,,,,,,,,,
84518,Rural,,,,,,,,,
84520,Rural,,,,,,,,,
84521,Rural,,,,,,,,,
84522,Rural,,,,,,,,,
84523,Rural,,,,,,,,,
84525,Rural,,,,,,,,,
84526,Urban Cluster,,,,,,,,,
84528,Rural,,,,,,,,,
84529,Rural,,,,,,,,,
84530,Rural,,,,,,,,,
84531,Rural,,,,,,,,,
84532,Mixed,,,,,,,,,
84533,Rural,,,,,,,,,
84534,Rural,,,,,,,,,
84535,Rural,,,,,,,,,
84536,Rural,,,,,,,,,
84537,Urban Cluster,,,,,,,,,
84539,Rural,,,,,,,,,
84540,Rural,,,,,,,,,
84542,Rural,,,,,,,,,
84601,Urbanized Area,,,,,,,,,
84604,Urbanized Area,,,,,,,,,
84606,Urbanized Area,,,,,,,,,
84620,Rural,,,,,,,,,
84621,Rural,,,,,,,,,
84622,Urban Cluster,,,,,,,,,
84623,Rural,,,,,,,,,
84624,Mixed,,,,,,,,,
84626,Rural,,,,,,,,,
84627,Urban Cluster,,,,,,,,,
84628,Rural,,,,,,,,,
84629,Rural,,,,,,,,,
84630,Rural,,,,,,,,,
84631,Rural,,,,,,,,,
84632,Rural,,,,,,,,,
84633,Rural,,,,,,,,,
84634,Urban Cluster,,,,,,,,,
84635,Rural,,,,,,,,,
84636,Rural,,,,,,,,,
84637,Rural,,,,,,,,,
84638,Rural,,,,,,,,,
84639,Rural,,,,,,,,,
84640,Rural,,,,,,,,,
84642,Urban Cluster,,,,,,,,,
84643,Rural,,,,,,,,,
84645,Rural,,,,,,,,,
84646,Rural,,,,,,,,,
84647,Urban Cluster,,,,,,,,,
84648,Urban Cluster,,,,,,,,,
84649,Rural,,,,,,,,,
84651,Urbanized Area,,,,,,,,,
84652,Rural,,,,,,,,,
84653,Urbanized Area,,,,,,,,,
84654,Rural,,,,,,,,,
84655,Urban Cluster,,,,,,,,,
84656,Rural,,,,,,,,,
84657,Rural,,,,,,,,,
84660,Urbanized Area,,,,,,,,,
84662,Rural,,,,,,,,,
84663,Urbanized Area,,,,,,,,,
84664,Urbanized Area,,,,,,,,,
84665,Rural,,,,,,,,,
84667,Rural,,,,,,,,,
84701,Urban Cluster,,,,,,,,,
84710,Rural,,,,,,,,,
84711,Rural,,,,,,,,,
84712,Rural,,,,,,,,,
84713,Urban Cluster,,,,,,,,,
84714,Rural,,,,,,,,,
84715,Rural,,,,,,,,,
84716,Rural,,,,,,,,,
84718,Rural,,,,,,,,,
84719,Rural,,,,,,,,,
84720,Urban Cluster,,,,,,,,,
84721,Urban Cluster,,,,,,,,,
84722,Rural,,,,,,,,,
84723,Rural,,,,,,,,,
84724,Rural,,,,,,,,,
84725,Rural,,,,,,,,,
84726,Rural,,,,,,,,,
84728,Rural,,,,,,,,,
84729,Rural,,,,,,,,,
84730,Rural,,,,,,,,,
84731,Rural,,,,,,,,,
84732,Rural,,,,,,,,,
84733,Rural,,,,,,,,,
84734,Rural,,,,,,,,,
84735,Rural,,,,,,,,,
84736,Rural,,,,,,,,,
84737,Urban Cluster,,,,,,,,,
84738,Urbanized Area,,,,,,,,,
84739,Rural,,,,,,,,,
84740,Rural,,,,,,,,,
84741,Mixed,,,,,,,,,
84742,Rural,,,,,,,,,
84743,Rural,,,,,,,,,
84744,Rural,,,,,,,,,
84745,Urban Cluster,,,,,,,,,
84746,Rural,,,,,,,,,
84747,Rural,,,,,,,,,
84749,Rural,,,,,,,,,
84750,Rural,,,,,,,,,
84751,Rural,,,,,,,,,
84752,Rural,,,,,,,,,
84753,Rural,,,,,,,,,
84754,Rural,,,,,,,,,
84755,Rural,,,,,,,,,
84756,Rural,,,,,,,,,
84757,Rural,,,,,,,,,
84758,Rural,,,,,,,,,
84759,Rural,,,,,,,,,
84760,Rural,,,,,,,,,
84761,Urban Cluster,,,,,,,,,
84762,Rural,,,,,,,,,
84763,Rural,,,,,,,,,
84764,Rural,,,,,,,,,
84765,Urbanized Area,,,,,,,,,
84766,Rural,,,,,,,,,
84767,Rural,,,,,,,,,
84770,Urbanized Area,,,,,,,,,
84772,Rural,,,,,,,,,
84773,Rural,,,,,,,,,
84774,Rural,,,,,,,,,
84775,Rural,,,,,,,,,
84776,Rural,,,,,,,,,
84779,Rural,,,,,,,,,
84780,Urbanized Area,,,,,,,,,
84781,Rural,,,,,,,,,
84782,Rural,,,,,,,,,
84783,Rural,,,,,,,,,
84784,Urban Cluster,,,,,,,,,
84790,Urbanized Area,,,,,,,,,
85003,Urbanized Area,,,,,,,,,
85004,Urbanized Area,,,,,,,,,
85006,Urbanized Area,,,,,,,,,
85007,Urbanized Area,,,,,,,,,
85008,Urbanized Area,,,,,,,,,
85009,Urbanized Area,,,,,,,,,
85012,Urbanized Area,,,,,,,,,
85013,Urbanized Area,,,,,,,,,
85014,Urbanized Area,,,,,,,,,
85015,Urbanized Area,,,,,,,,,
85016,Urbanized Area,,,,,,,,,
85017,Urbanized Area,,,,,,,,,
85018,Urbanized Area,,,,,,,,,
85019,Urbanized Area,,,,,,,,,
85020,Urbanized Area,,,,,,,,,
85021,Urbanized Area,,,,,,,,,
85022,Urbanized Area,,,,,,,,,
85023,Urbanized Area,,,,,,,,,
85024,Urbanized Area,,,,,,,,,
85027,Urbanized Area,,,,,,,,,
85028,Urbanized Area,,,,,,,,,
85029,Urbanized Area,,,,,,,,,
85031,Urbanized Area,,,,,,,,,
85032,Urbanized Area,,,,,,,,,
85033,Urbanized Area,,,,,,,,,
85034,Urbanized Area,,,,,,,,,
85035,Urbanized Area,,,,,,,,,
85037,Urbanized Area,,,,,,,,,
85040,Urbanized Area,,,,,,,,,
85041,Urbanized Area,,,,,,,,,
85042,Urbanized Area,,,,,,,,,
85043,Urbanized Area,,,,,,,,,
85044,Urbanized Area,,,,,,,,,
85045,Urbanized Area,,,,,,,,,
85048,Urbanized Area,,,,,,,,,
85050,Urbanized Area,,,,,,,,,
85051,Urbanized Area,,,,,,,,,
85053,Urbanized Area,,,,,,,,,
85054,Urbanized Area,,,,,,,,,
85083,Urbanized Area,,,,,,,,,
85085,Urbanized Area,,,,,,,,,
85086,Urbanized Area,,,,,,,,,
85087,Rural,,,,,,,,,
85118,Mixed,,,,,,,,,
85119,Urbanized Area,,,,,,,,,
85120,Urbanized Area,,,,,,,,,
85121,Rural,,,,,,,,,
85122,Urbanized Area,,,,,,,,,
85123,Urban Cluster,,,,,,,,,
85128,Mixed,,,,,,,,,
85131,Mixed,,,,,,,,,
85132,Mixed,,,,,,,,,
85135,Rural,,,,,,,,,
85137,Rural,,,,,,,,,
85138,Urban Cluster,,,,,,,,,
85139,Mixed,,,,,,,,,
85140,Urbanized Area,,,,,,,,,
85141,Rural,,,,,,,,,
85142,Urbanized Area,,,,,,,,,
85143,Urbanized Area,,,,,,,,,
85145,Rural,,,,,,,,,
85147,Rural,,,,,,,,,
85172,Rural,,,,,,,,,
85173,Urban Cluster,,,,,,,,,
85192,Rural,,,,,,,,,
85193,Rural,,,,,,,,,
85194,Rural,,,,,,,,,
85201,Urbanized Area,,,,,,,,,
85202,Urbanized Area,,,,,,,,,
85203,Urbanized Area,,,,,,,,,
85204,Urbanized Area,,,,,,,,,
85205,Urbanized Area,,,,,,,,,
85206,Urbanized Area,,,,,,,,,
85207,Urbanized Area,,,,,,,,,
85208,Urbanized Area,,,,,,,,,
85209,Urbanized Area,,,,,,,,,
85210,Urbanized Area,,,,,,,,,
85212,Urbanized Area,,,,,,,,,
85213,Urbanized Area,,,,,,,,,
85215,Urbanized Area,,,,,,,,,
85224,Urbanized Area,,,,,,,,,
85225,Urbanized Area,,,,,,,,,
85226,Urbanized Area,,,,,,,,,
85233,Urbanized Area,,,,,,,,,
85234,Urbanized Area,,,,,,,,,
85248,Urbanized Area,,,,,,,,,
85249,Urbanized Area,,,,,,,,,
85250,Urbanized Area,,,,,,,,,
85251,Urbanized Area,,,,,,,,,
85253,Urbanized Area,,,,,,,,,
85254,Urbanized Area,,,,,,,,,
85255,Urbanized Area,,,,,,,,,
85256,Mixed,,,,,,,,,
85257,Urbanized Area,,,,,,,,,
85258,Urbanized Area,,,,,,,,,
85259,Urbanized Area,,,,,,,,,
85260,Urbanized Area,,,,,,,,,
85262,Mixed,,,,,,,,,
85263,Rural,,,,,,,,,
85264,Rural,,,,,,,,,
85266,Urbanized Area,,,,,,,,,
85268,Urbanized Area,,,,,,,,,
85281,Urbanized Area,,,,,,,,,
85282,Urbanized Area,,,,,,,,,
85283,Urbanized Area,,,,,,,,,
85284,Urbanized Area,,,,,,,,,
85286,Urbanized Area,,,,,,,,,
85295,Urbanized Area,,,,,,,,,
85296,Urbanized Area,,,,,,,,,
85297,Urbanized Area,,,,,,,,,
85298,Urbanized Area,,,,,,,,,
85301,Urbanized Area,,,,,,,,,
85302,Urbanized Area,,,,,,,,,
85303,Urbanized Area,,,,,,,,,
85304,Urbanized Area,,,,,,,,,
85305,Urbanized Area,,,,,,,,,
85306,Urbanized Area,,,,,,,,,
85307,Mixed,,,,,,,,,
85308,Urbanized Area,,,,,,,,,
85309,Urbanized Area,,,,,,,,,
85310,Urbanized Area,,,,,,,,,
85320,Rural,,,,,,,,,
85321,Mixed,,,,,,,,,
85322,Rural,,,,,,,,,
85323,Urbanized Area,,,,,,,,,
85324,Rural,,,,,,,,,
85325,Rural,,,,,,,,,
85326,Mixed,,,,,,,,,
85328,Rural,,,,,,,,,
85331,Urbanized Area,,,,,,,,,
85332,Rural,,,,,,,,,
85333,Rural,,,,,,,,,
85334,Mixed,,,,,,,,,
85335,Urbanized Area,,,,,,,,,
85336,Rural,,,,,,,,,
85337,Rural,,,,,,,,,
85338,Urbanized Area,,,,,,,,,
85339,Urbanized Area,,,,,,,,,
85340,Urbanized Area,,,,,,,,,
85341,Rural,,,,,,,,,
85342,Rural,,,,,,,,,
85343,Rural,,,,,,,,,
85344,Mixed,,,,,,,,,
85345,Urbanized Area,,,,,,,,,
85346,Urban Cluster,,,,,,,,,
85347,Rural,,,,,,,,,
85348,Rural,,,,,,,,,
85349,Urban Cluster,,,,,,,,,
85350,Urban Cluster,,,,,,,,,
85351,Urbanized Area,,,,,,,,,
85352,Rural,,,,,,,,,
85353,Urbanized Area,,,,,,,,,
85354,Rural,,,,,,,,,
85355,Urbanized Area,,,,,,,,,
85356,Rural,,,,,,,,,
85357,Rural,,,,,,,,,
85360,Rural,,,,,,,,,
85361,Rural,,,,,,,,,
85362,Rural,,,,,,,,,
85363,Urbanized Area,,,,,,,,,
85364,Urbanized Area,,,,,,,,,
85365,Urbanized Area,,,,,,,,,
85367,Urbanized Area,,,,,,,,,
85371,Rural,,,,,,,,,
85373,Urbanized Area,,,,,,,,,
85374,Urbanized Area,,,,,,,,,
85375,Urbanized Area,,,,,,,,,
85377,Urbanized Area,,,,,,,,,
85379,Urbanized Area,,,,,,,,,
85381,Urbanized Area,,,,,,,,,
85382,Urbanized Area,,,,,,,,,
85383,Urbanized Area,,,,,,,,,
85387,Mixed,,,,,,,,,
85388,Urbanized Area,,,,,,,,,
85390,Mixed,,,,,,,,,
85392,Urbanized Area,,,,,,,,,
85395,Urbanized Area,,,,,,,,,
85396,Mixed,,,,,,,,,
85501,Mixed,,,,,,,,,
85530,Rural,,,,,,,,,
85531,Urban Cluster,,,,,,,,,
85533,Mixed,,,,,,,,,
85534,Rural,,,,,,,,,
85535,Rural,,,,,,,,,
85536,Rural,,,,,,,,,
85539,Urban Cluster,,,,,,,,,
85540,Urban Cluster,,,,,,,,,
85541,Mixed,,,,,,,,,
85542,Mixed,,,,,,,,,
85543,Mixed,,,,,,,,,
85544,Rural,,,,,,,,,
85545,Rural,,,,,,,,,
85546,Mixed,,,,,,,,,
85550,Mixed,,,,,,,,,
85551,Urban Cluster,,,,,,,,,
85552,Urban Cluster,,,,,,,,,
85553,Rural,,,,,,,,,
85554,Rural,,,,,,,,,
85601,Rural,,,,,,,,,
85602,Mixed,,,,,,,,,
85603,Urban Cluster,,,,,,,,,
85605,Rural,,,,,,,,,
85606,Rural,,,,,,,,,
85607,Urban Cluster,,,,,,,,,
85608,Rural,,,,,,,,,
85609,Rural,,,,,,,,,
85610,Rural,,,,,,,,,
85611,Rural,,,,,,,,,
85613,Urbanized Area,,,,,,,,,
85614,Urban Cluster,,,,,,,,,
85615,Mixed,,,,,,,,,
85616,Rural,,,,,,,,,
85617,Rural,,,,,,,,,
85618,Rural,,,,,,,,,
85619,Rural,,,,,,,,,
85620,Rural,,,,,,,,,
85621,Urban Cluster,,,,,,,,,
85622,Mixed,,,,,,,,,
85623,Rural,,,,,,,,,
85624,Rural,,,,,,,,,
85625,Rural,,,,,,,,,
85626,Urban Cluster,,,,,,,,,
85627,Rural,,,,,,,,,
85629,Mixed,,,,,,,,,
85630,Rural,,,,,,,,,
85631,Urban Cluster,,,,,,,,,
85632,Rural,,,,,,,,,
85633,Rural,,,,,,,,,
85634,Rural,,,,,,,,,
85635,Urbanized Area,,,,,,,,,
85637,Rural,,,,,,,,,
85638,Rural,,,,,,,,,
85640,Rural,,,,,,,,,
85641,Mixed,,,,,,,,,
85643,Mixed,,,,,,,,,
85645,Rural,,,,,,,,,
85646,Rural,,,,,,,,,
85648,Mixed,,,,,,,,,
85650,Urbanized Area,,,,,,,,,
85653,Mixed,,,,,,,,,
85654,Rural,,,,,,,,,
85658,Mixed,,,,,,,,,
85701,Urbanized Area,,,,,,,,,
85704,Urbanized Area,,,,,,,,,
85705,Urbanized Area,,,,,,,,,
85706,Urbanized Area,,,,,,,,,
85707,Urbanized Area,,,,,,,,,
85708,Urbanized Area,,,,,,,,,
85710,Urbanized Area,,,,,,,,,
85711,Urbanized Area,,,,,,,,,
85712,Urbanized Area,,,,,,,,,
85713,Urbanized Area,,,,,,,,,
85714,Urbanized Area,,,,,,,,,
85715,Urbanized Area,,,,,,,,,
85716,Urbanized Area,,,,,,,,,
85718,Urbanized Area,,,,,,,,,
85719,Urbanized Area,,,,,,,,,
85723,Mixed,,,,,,,,,
85724,Mixed,,,,,,,,,
85726,Mixed,,,,,,,,,
85730,Urbanized Area,,,,,,,,,
85735,Mixed,,,,,,,,,
85736,Rural,,,,,,,,,
85737,Urbanized Area,,,,,,,,,
85739,Urbanized Area,,,,,,,,,
85741,Urbanized Area,,,,,,,,,
85742,Urbanized Area,,,,,,,,,
85743,Mixed,,,,,,,,,
85745,Urbanized Area,,,,,,,,,
85746,Urbanized Area,,,,,,,,,
85747,Urbanized Area,,,,,,,,,
85748,Urbanized Area,,,,,,,,,
85749,Urbanized Area,,,,,,,,,
85750,Urbanized Area,,,,,,,,,
85755,Urbanized Area,,,,,,,,,
85756,Urbanized Area,,,,,,,,,
85757,Urbanized Area,,,,,,,,,
85901,Mixed,,,,,,,,,
85911,Rural,,,,,,,,,
85912,Rural,,,,,,,,,
85920,Rural,,,,,,,,,
85922,Rural,,,,,,,,,
85923,Rural,,,,,,,,,
85924,Rural,,,,,,,,,
85925,Urban Cluster,,,,,,,,,
85926,Mixed,,,,,,,,,
85927,Rural,,,,,,,,,
85928,Rural,,,,,,,,,
85929,Mixed,,,,,,,,,
85930,Rural,,,,,,,,,
85931,Rural,,,,,,,,,
85932,Rural,,,,,,,,,
85933,Rural,,,,,,,,,
85934,Rural,,,,,,,,,
85935,Mixed,,,,,,,,,
85936,Mixed,,,,,,,,,
85937,Mixed,,,,,,,,,
85938,Urban Cluster,,,,,,,,,
85939,Mixed,,,,,,,,,
85940,Rural,,,,,,,,,
85941,Mixed,,,,,,,,,
85942,Rural,,,,,,,,,
86001,Urbanized Area,,,,,,,,,
86003,Rural,,,,,,,,,
86004,Urbanized Area,,,,,,,,,
86011,Urbanized Area,,,,,,,,,
86015,Rural,,,,,,,,,
86016,Rural,,,,,,,,,
86017,Rural,,,,,,,,,
86018,Rural,,,,,,,,,
86020,Rural,,,,,,,,,
86021,Urban Cluster,,,,,,,,,
86022,Rural,,,,,,,,,
86023,Rural,,,,,,,,,
86024,Rural,,,,,,,,,
86025,Mixed,,,,,,,,,
86028,Rural,,,,,,,,,
86029,Rural,,,,,,,,,
86030,Rural,,,,,,,,,
86031,Rural,,,,,,,,,
86032,Rural,,,,,,,,,
86033,Mixed,,,,,,,,,
86034,Rural,,,,,,,,,
86035,Rural,,,,,,,,,
86036,Rural,,,,,,,,,
86038,Rural,,,,,,,,,
86039,Rural,,,,,,,,,
86040,Mixed,,,,,,,,,
86042,Rural,,,,,,,,,
86043,Rural,,,,,,,,,
86044,Rural,,,,,,,,,
86045,Urban Cluster,,,,,,,,,
86046,Mixed,,,,,,,,,
86047,Mixed,,,,,,,,,
86052,Rural,,,,,,,,,
86053,Rural,,,,,,,,,
86054,Rural,,,,,,,,,
86301,Urbanized Area,,,,,,,,,
86303,Urbanized Area,,,,,,,,,
86305,Mixed,,,,,,,,,
86313,Urbanized Area,,,,,,,,,
86314,Urbanized Area,,,,,,,,,
86315,Mixed,,,,,,,,,
86320,Rural,,,,,,,,,
86321,Rural,,,,,,,,,
86322,Mixed,,,,,,,,,
86323,Mixed,,,,,,,,,
86324,Urban Cluster,,,,,,,,,
86325,Rural,,,,,,,,,
86326,Urban Cluster,,,,,,,,,
86327,Mixed,,,,,,,,,
86329,Rural,,,,,,,,,
86331,Rural,,,,,,,,,
86332,Rural,,,,,,,,,
86333,Rural,,,,,,,,,
86334,Rural,,,,,,,,,
86335,Mixed,,,,,,,,,
86336,Mixed,,,,,,,,,
86337,Rural,,,,,,,,,
86338,Rural,,,,,,,,,
86343,Rural,,,,,,,,,
86351,Urban Cluster,,,,,,,,,
86401,Urban Cluster,,,,,,,,,
86403,Urbanized Area,,,,,,,,,
86404,Urbanized Area,,,,,,,,,
86406,Urbanized Area,,,,,,,,,
86409,Urban Cluster,,,,,,,,,
86411,Rural,,,,,,,,,
86413,Rural,,,,,,,,,
86426,Urban Cluster,,,,,,,,,
86429,Mixed,,,,,,,,,
86431,Rural,,,,,,,,,
86432,Rural,,,,,,,,,
86433,Rural,,,,,,,,,
86434,Rural,,,,,,,,,
86435,Rural,,,,,,,,,
86436,Rural,,,,,,,,,
86437,Rural,,,,,,,,,
86438,Rural,,,,,,,,,
86440,Mixed,,,,,,,,,
86441,Rural,,,,,,,,,
86442,Urban Cluster,,,,,,,,,
86443,Rural,,,,,,,,,
86444,Rural,,,,,,,,,
86445,Rural,,,,,,,,,
86502,Rural,,,,,,,,,
86503,Mixed,,,,,,,,,
86504,Mixed,,,,,,,,,
86505,Rural,,,,,,,,,
86506,Rural,,,,,,,,,
86507,Rural,,,,,,,,,
86508,Rural,,,,,,,,,
86510,Rural,,,,,,,,,
86511,Mixed,,,,,,,,,
86512,Rural,,,,,,,,,
86514,Rural,,,,,,,,,
86515,Mixed,,,,,,,,,
86520,Rural,,,,,,,,,
86535,Rural,,,,,,,,,
86538,Rural,,,,,,,,,
86540,Rural,,,,,,,,,
86544,Rural,,,,,,,,,
86545,Rural,,,,,,,,,
86547,Rural,,,,,,,,,
86556,Rural,,,,,,,,,
87001,Rural,,,,,,,,,
87002,Mixed,,,,,,,,,
87004,Urbanized Area,,,,,,,,,
87005,Rural,,,,,,,,,
87006,Rural,,,,,,,,,
87007,Rural,,,,,,,,,
87008,Rural,,,,,,,,,
87010,Rural,,,,,,,,,
87011,Rural,,,,,,,,,
87012,Rural,,,,,,,,,
87013,Rural,,,,,,,,,
87014,Rural,,,,,,,,,
87015,Mixed,,,,,,,,,
87016,Rural,,,,,,,,,
87017,Rural,,,,,,,,,
87018,Rural,,,,,,,,,
87020,Urban Cluster,,,,,,,,,
87021,Urban Cluster,,,,,,,,,
87022,Urbanized Area,,,,,,,,,
87023,Rural,,,,,,,,,
87024,Rural,,,,,,,,,
87025,Rural,,,,,,,,,
87026,Rural,,,,,,,,,
87027,Rural,,,,,,,,,
87028,Rural,,,,,,,,,
87029,Rural,,,,,,,,,
87031,Urbanized Area,,,,,,,,,
87032,Rural,,,,,,,,,
87034,Rural,,,,,,,,,
87035,Rural,,,,,,,,,
87036,Rural,,,,,,,,,
87037,Rural,,,,,,,,,
87038,Rural,,,,,,,,,
87040,Rural,,,,,,,,,
87041,Rural,,,,,,,,,
87042,Urbanized Area,,,,,,,,,
87043,Rural,,,,,,,,,
87044,Rural,,,,,,,,,
87045,Rural,,,,,,,,,
87046,Rural,,,,,,,,,
87047,Rural,,,,,,,,,
87048,Urbanized Area,,,,,,,,,
87049,Rural,,,,,,,,,
87051,Rural,,,,,,,,,
87052,Urban Cluster,,,,,,,,,
87053,Rural,,,,,,,,,
87056,Rural,,,,,,,,,
87059,Rural,,,,,,,,,
87061,Rural,,,,,,,,,
87062,Rural,,,,,,,,,
87063,Rural,,,,,,,,,
87064,Rural,,,,,,,,,
87068,Urbanized Area,,,,,,,,,
87070,Rural,,,,,,,,,
87072,Rural,,,,,,,,,
87083,Rural,,,,,,,,,
87102,Urbanized Area,,,,,,,,,
87104,Urbanized Area,,,,,,,,,
87105,Urbanized Area,,,,,,,,,
87106,Urbanized Area,,,,,,,,,
87107,Urbanized Area,,,,,,,,,
87108,Urbanized Area,,,,,,,,,
87109,Urbanized Area,,,,,,,,,
87110,Urbanized Area,,,,,,,,,
87111,Urbanized Area,,,,,,,,,
87112,Urbanized Area,,,,,,,,,
87113,Urbanized Area,,,,,,,,,
87114,Urbanized Area,,,,,,,,,
87116,Urbanized Area,,,,,,,,,
87117,Urbanized Area,,,,,,,,,
87120,Urbanized Area,,,,,,,,,
87121,Urbanized Area,,,,,,,,,
87122,Urbanized Area,,,,,,,,,
87123,Urbanized Area,,,,,,,,,
87124,Urbanized Area,,,,,,,,,
87144,Urbanized Area,,,,,,,,,
87301,Urban Cluster,,,,,,,,,
87305,Rural,,,,,,,,,
87310,Rural,,,,,,,,,
87311,Rural,,,,,,,,,
87312,Rural,,,,,,,,,
87313,Rural,,,,,,,,,
87315,Rural,,,,,,,,,
87316,Rural,,,,,,,,,
87317,Mixed,,,,,,,,,
87319,Rural,,,,,,,,,
87320,Rural,,,,,,,,,
87321,Rural,,,,,,,,,
87322,Urban Cluster,,,,,,,,,
87323,Rural,,,,,,,,,
87325,Rural,,,,,,,,,
87326,Rural,,,,,,,,,
87327,Urban Cluster,,,,,,,,,
87328,Rural,,,,,,,,,
87347,Rural,,,,,,,,,
87357,Rural,,,,,,,,,
87364,Rural,,,,,,,,,
87375,Rural,,,,,,,,,
87401,Urbanized Area,,,,,,,,,
87402,Urbanized Area,,,,,,,,,
87410,Mixed,,,,,,,,,
87412,Rural,,,,,,,,,
87413,Mixed,,,,,,,,,
87415,Urbanized Area,,,,,,,,,
87416,Rural,,,,,,,,,
87417,Urban Cluster,,,,,,,,,
87418,Rural,,,,,,,,,
87419,Rural,,,,,,,,,
87420,Mixed,,,,,,,,,
87421,Rural,,,,,,,,,
87455,Rural,,,,,,,,,
87461,Rural,,,,,,,,,
