ZCTA5,Final Type,,,,,,,,,
30536,Rural,,,,,,,,,
30537,Rural,,,,,,,,,
30538,Rural,,,,,,,,,
30540,Rural,,,,,,,,,
30541,Rural,,,,,,,,,
30542,Urbanized Area,,,,,,,,,
30543,Mixed,,,,,,,,,
30545,Rural,,,,,,,,,
30546,Rural,,,,,,,,,
30547,Rural,,,,,,,,,
30548,Mixed,,,,,,,,,
30549,Mixed,,,,,,,,,
30552,Rural,,,,,,,,,
30553,Rural,,,,,,,,,
30554,Mixed,,,,,,,,,
30555,Rural,,,,,,,,,
30557,Rural,,,,,,,,,
30558,Rural,,,,,,,,,
30559,Rural,,,,,,,,,
30560,Rural,,,,,,,,,
30562,Mixed,,,,,,,,,
30563,Rural,,,,,,,,,
30564,Rural,,,,,,,,,
30565,Rural,,,,,,,,,
30566,Urbanized Area,,,,,,,,,
30567,Rural,,,,,,,,,
30568,Rural,,,,,,,,,
30571,Rural,,,,,,,,,
30572,Rural,,,,,,,,,
30573,Rural,,,,,,,,,
30575,Rural,,,,,,,,,
30576,Rural,,,,,,,,,
30577,Mixed,,,,,,,,,
30581,Rural,,,,,,,,,
30582,Rural,,,,,,,,,
30601,Urbanized Area,,,,,,,,,
30602,Urbanized Area,,,,,,,,,
30605,Urbanized Area,,,,,,,,,
30606,Urbanized Area,,,,,,,,,
30607,Mixed,,,,,,,,,
30609,Urbanized Area,,,,,,,,,
30619,Rural,,,,,,,,,
30620,Mixed,,,,,,,,,
30621,Rural,,,,,,,,,
30622,Mixed,,,,,,,,,
30623,Rural,,,,,,,,,
30624,Rural,,,,,,,,,
30625,Rural,,,,,,,,,
30627,Rural,,,,,,,,,
30628,Rural,,,,,,,,,
30629,Rural,,,,,,,,,
30630,Rural,,,,,,,,,
30631,Rural,,,,,,,,,
30633,Rural,,,,,,,,,
30634,Rural,,,,,,,,,
30635,Mixed,,,,,,,,,
30641,Rural,,,,,,,,,
30642,Mixed,,,,,,,,,
30643,Mixed,,,,,,,,,
30646,Mixed,,,,,,,,,
30648,Rural,,,,,,,,,
30650,Mixed,,,,,,,,,
30655,Mixed,,,,,,,,,
30656,Mixed,,,,,,,,,
30660,Rural,,,,,,,,,
30662,Mixed,,,,,,,,,
30663,Rural,,,,,,,,,
30664,Rural,,,,,,,,,
30665,Rural,,,,,,,,,
30666,Mixed,,,,,,,,,
30667,Rural,,,,,,,,,
30668,Rural,,,,,,,,,
30669,Rural,,,,,,,,,
30673,Mixed,,,,,,,,,
30677,Mixed,,,,,,,,,
30678,Rural,,,,,,,,,
30680,Mixed,,,,,,,,,
30683,Mixed,,,,,,,,,
30701,Mixed,,,,,,,,,
30705,Mixed,,,,,,,,,
30707,Mixed,,,,,,,,,
30708,Rural,,,,,,,,,
30710,Mixed,,,,,,,,,
30711,Rural,,,,,,,,,
30720,Urbanized Area,,,,,,,,,
30721,Mixed,,,,,,,,,
30725,Mixed,,,,,,,,,
30726,Urbanized Area,,,,,,,,,
30728,Mixed,,,,,,,,,
30730,Rural,,,,,,,,,
30731,Rural,,,,,,,,,
30733,Rural,,,,,,,,,
30734,Rural,,,,,,,,,
30735,Rural,,,,,,,,,
30736,Mixed,,,,,,,,,
30738,Rural,,,,,,,,,
30739,Rural,,,,,,,,,
30740,Mixed,,,,,,,,,
30741,Urbanized Area,,,,,,,,,
30742,Urbanized Area,,,,,,,,,
30746,Rural,,,,,,,,,
30747,Mixed,,,,,,,,,
30750,Mixed,,,,,,,,,
30751,Rural,,,,,,,,,
30752,Mixed,,,,,,,,,
30753,Mixed,,,,,,,,,
30755,Mixed,,,,,,,,,
30756,Urbanized Area,,,,,,,,,
30757,Rural,,,,,,,,,
30802,Rural,,,,,,,,,
30803,Rural,,,,,,,,,
30805,Rural,,,,,,,,,
30807,Rural,,,,,,,,,
30808,Rural,,,,,,,,,
30809,Urbanized Area,,,,,,,,,
30810,Rural,,,,,,,,,
30812,Urbanized Area,,,,,,,,,
30813,Urbanized Area,,,,,,,,,
30814,Mixed,,,,,,,,,
30815,Mixed,,,,,,,,,
30816,Rural,,,,,,,,,
30817,Rural,,,,,,,,,
30818,Rural,,,,,,,,,
30820,Rural,,,,,,,,,
30821,Rural,,,,,,,,,
30822,Rural,,,,,,,,,
30823,Rural,,,,,,,,,
30824,Mixed,,,,,,,,,
30828,Rural,,,,,,,,,
30830,Mixed,,,,,,,,,
30833,Rural,,,,,,,,,
30901,Urbanized Area,,,,,,,,,
30903,Urbanized Area,,,,,,,,,
30904,Urbanized Area,,,,,,,,,
30905,Urbanized Area,,,,,,,,,
30906,Urbanized Area,,,,,,,,,
30907,Urbanized Area,,,,,,,,,
30909,Urbanized Area,,,,,,,,,
30912,Urbanized Area,,,,,,,,,
31001,Rural,,,,,,,,,
31002,Rural,,,,,,,,,
31003,Rural,,,,,,,,,
31005,Urbanized Area,,,,,,,,,
31006,Rural,,,,,,,,,
31007,Rural,,,,,,,,,
31008,Mixed,,,,,,,,,
31009,Rural,,,,,,,,,
31011,Rural,,,,,,,,,
31012,Rural,,,,,,,,,
31014,Mixed,,,,,,,,,
31015,Mixed,,,,,,,,,
31016,Rural,,,,,,,,,
31017,Rural,,,,,,,,,
31018,Rural,,,,,,,,,
31019,Rural,,,,,,,,,
31020,Rural,,,,,,,,,
31021,Mixed,,,,,,,,,
31022,Rural,,,,,,,,,
31023,Mixed,,,,,,,,,
31024,Rural,,,,,,,,,
31025,Rural,,,,,,,,,
31027,Rural,,,,,,,,,
31028,Urbanized Area,,,,,,,,,
31029,Mixed,,,,,,,,,
31030,Mixed,,,,,,,,,
31031,Rural,,,,,,,,,
31032,Mixed,,,,,,,,,
31033,Rural,,,,,,,,,
31035,Rural,,,,,,,,,
31036,Mixed,,,,,,,,,
31037,Mixed,,,,,,,,,
31038,Rural,,,,,,,,,
31039,Rural,,,,,,,,,
31041,Rural,,,,,,,,,
31042,Rural,,,,,,,,,
31044,Rural,,,,,,,,,
31045,Rural,,,,,,,,,
31046,Rural,,,,,,,,,
31047,Urbanized Area,,,,,,,,,
31049,Rural,,,,,,,,,
31050,Rural,,,,,,,,,
31051,Rural,,,,,,,,,
31052,Rural,,,,,,,,,
31054,Rural,,,,,,,,,
31055,Mixed,,,,,,,,,
31057,Rural,,,,,,,,,
31058,Rural,,,,,,,,,
31060,Rural,,,,,,,,,
31061,Mixed,,,,,,,,,
31062,Urban Cluster,,,,,,,,,
31063,Mixed,,,,,,,,,
31064,Mixed,,,,,,,,,
31065,Rural,,,,,,,,,
31066,Rural,,,,,,,,,
31067,Rural,,,,,,,,,
31068,Mixed,,,,,,,,,
31069,Mixed,,,,,,,,,
31070,Rural,,,,,,,,,
31071,Rural,,,,,,,,,
31072,Rural,,,,,,,,,
31075,Rural,,,,,,,,,
31076,Rural,,,,,,,,,
31077,Rural,,,,,,,,,
31078,Rural,,,,,,,,,
31079,Rural,,,,,,,,,
31081,Rural,,,,,,,,,
31082,Mixed,,,,,,,,,
31083,Rural,,,,,,,,,
31084,Rural,,,,,,,,,
31085,Rural,,,,,,,,,
31087,Mixed,,,,,,,,,
31088,Urbanized Area,,,,,,,,,
31089,Mixed,,,,,,,,,
31090,Rural,,,,,,,,,
31091,Mixed,,,,,,,,,
31092,Mixed,,,,,,,,,
31093,Urbanized Area,,,,,,,,,
31094,Rural,,,,,,,,,
31096,Mixed,,,,,,,,,
31097,Rural,,,,,,,,,
31098,Urbanized Area,,,,,,,,,
31201,Urbanized Area,,,,,,,,,
31204,Urbanized Area,,,,,,,,,
31206,Urbanized Area,,,,,,,,,
31207,Urbanized Area,,,,,,,,,
31210,Urbanized Area,,,,,,,,,
31211,Mixed,,,,,,,,,
31213,Mixed,,,,,,,,,
31216,Mixed,,,,,,,,,
31217,Mixed,,,,,,,,,
31220,Mixed,,,,,,,,,
31301,Urbanized Area,,,,,,,,,
31302,Mixed,,,,,,,,,
31303,Rural,,,,,,,,,
31304,Rural,,,,,,,,,
31305,Mixed,,,,,,,,,
31307,Rural,,,,,,,,,
31308,Rural,,,,,,,,,
31309,Rural,,,,,,,,,
31312,Rural,,,,,,,,,
31313,Urbanized Area,,,,,,,,,
31314,Urbanized Area,,,,,,,,,
31315,Urbanized Area,,,,,,,,,
31316,Rural,,,,,,,,,
31318,Rural,,,,,,,,,
31320,Rural,,,,,,,,,
31321,Rural,,,,,,,,,
31322,Urbanized Area,,,,,,,,,
31323,Rural,,,,,,,,,
31324,Mixed,,,,,,,,,
31326,Mixed,,,,,,,,,
31327,Rural,,,,,,,,,
31328,Urban Cluster,,,,,,,,,
31329,Mixed,,,,,,,,,
31331,Rural,,,,,,,,,
31401,Urbanized Area,,,,,,,,,
31404,Urbanized Area,,,,,,,,,
31405,Urbanized Area,,,,,,,,,
31406,Urbanized Area,,,,,,,,,
31407,Urbanized Area,,,,,,,,,
31408,Urbanized Area,,,,,,,,,
31409,Urbanized Area,,,,,,,,,
31410,Urbanized Area,,,,,,,,,
31411,Mixed,,,,,,,,,
31415,Urbanized Area,,,,,,,,,
31419,Urbanized Area,,,,,,,,,
31501,Urban Cluster,,,,,,,,,
31503,Mixed,,,,,,,,,
31510,Mixed,,,,,,,,,
31512,Rural,,,,,,,,,
31513,Mixed,,,,,,,,,
31516,Mixed,,,,,,,,,
31518,Rural,,,,,,,,,
31519,Rural,,,,,,,,,
31520,Urbanized Area,,,,,,,,,
31522,Urban Cluster,,,,,,,,,
31523,Mixed,,,,,,,,,
31524,Mixed,,,,,,,,,
31525,Urbanized Area,,,,,,,,,
31527,Rural,,,,,,,,,
31532,Rural,,,,,,,,,
31533,Mixed,,,,,,,,,
31535,Rural,,,,,,,,,
31537,Mixed,,,,,,,,,
31539,Mixed,,,,,,,,,
31542,Rural,,,,,,,,,
31543,Rural,,,,,,,,,
31544,Rural,,,,,,,,,
31545,Mixed,,,,,,,,,
31546,Mixed,,,,,,,,,
31547,Urban Cluster,,,,,,,,,
31548,Urban Cluster,,,,,,,,,
31549,Rural,,,,,,,,,
31550,Rural,,,,,,,,,
31551,Rural,,,,,,,,,
31552,Rural,,,,,,,,,
31553,Rural,,,,,,,,,
31554,Rural,,,,,,,,,
31555,Rural,,,,,,,,,
31556,Rural,,,,,,,,,
31557,Rural,,,,,,,,,
31558,Urban Cluster,,,,,,,,,
31560,Rural,,,,,,,,,
31561,Rural,,,,,,,,,
31562,Rural,,,,,,,,,
31563,Rural,,,,,,,,,
31565,Rural,,,,,,,,,
31566,Rural,,,,,,,,,
31567,Rural,,,,,,,,,
31568,Rural,,,,,,,,,
31569,Rural,,,,,,,,,
31601,Mixed,,,,,,,,,
31602,Urbanized Area,,,,,,,,,
31605,Urbanized Area,,,,,,,,,
31606,Rural,,,,,,,,,
31620,Mixed,,,,,,,,,
31622,Rural,,,,,,,,,
31623,Rural,,,,,,,,,
31624,Rural,,,,,,,,,
31625,Rural,,,,,,,,,
31626,Rural,,,,,,,,,
31627,Rural,,,,,,,,,
31629,Rural,,,,,,,,,
31630,Rural,,,,,,,,,
31631,Rural,,,,,,,,,
31632,Mixed,,,,,,,,,
31634,Mixed,,,,,,,,,
31635,Mixed,,,,,,,,,
31636,Mixed,,,,,,,,,
31637,Rural,,,,,,,,,
31638,Rural,,,,,,,,,
31639,Mixed,,,,,,,,,
31641,Rural,,,,,,,,,
31642,Rural,,,,,,,,,
31643,Mixed,,,,,,,,,
31645,Rural,,,,,,,,,
31647,Mixed,,,,,,,,,
31648,Rural,,,,,,,,,
31649,Rural,,,,,,,,,
31650,Rural,,,,,,,,,
31698,Urbanized Area,,,,,,,,,
31699,Urbanized Area,,,,,,,,,
31701,Urbanized Area,,,,,,,,,
31705,Mixed,,,,,,,,,
31707,Urbanized Area,,,,,,,,,
31709,Urban Cluster,,,,,,,,,
31711,Rural,,,,,,,,,
31712,Rural,,,,,,,,,
31714,Mixed,,,,,,,,,
31716,Rural,,,,,,,,,
31719,Mixed,,,,,,,,,
31720,Rural,,,,,,,,,
31721,Mixed,,,,,,,,,
31722,Rural,,,,,,,,,
31730,Mixed,,,,,,,,,
31733,Rural,,,,,,,,,
31735,Rural,,,,,,,,,
31738,Rural,,,,,,,,,
31743,Rural,,,,,,,,,
31744,Rural,,,,,,,,,
31747,Rural,,,,,,,,,
31749,Rural,,,,,,,,,
31750,Mixed,,,,,,,,,
31756,Rural,,,,,,,,,
31757,Mixed,,,,,,,,,
31763,Mixed,,,,,,,,,
31764,Rural,,,,,,,,,
31765,Rural,,,,,,,,,
31768,Mixed,,,,,,,,,
31771,Rural,,,,,,,,,
31772,Rural,,,,,,,,,
31773,Rural,,,,,,,,,
31774,Mixed,,,,,,,,,
31775,Rural,,,,,,,,,
31778,Rural,,,,,,,,,
31779,Mixed,,,,,,,,,
31780,Rural,,,,,,,,,
31781,Mixed,,,,,,,,,
31783,Rural,,,,,,,,,
31784,Rural,,,,,,,,,
31787,Rural,,,,,,,,,
31788,Mixed,,,,,,,,,
31789,Rural,,,,,,,,,
31790,Mixed,,,,,,,,,
31791,Mixed,,,,,,,,,
31792,Urban Cluster,,,,,,,,,
31793,Mixed,,,,,,,,,
31794,Mixed,,,,,,,,,
31795,Rural,,,,,,,,,
31796,Rural,,,,,,,,,
31798,Rural,,,,,,,,,
31801,Rural,,,,,,,,,
31803,Rural,,,,,,,,,
31804,Rural,,,,,,,,,
31805,Rural,,,,,,,,,
31806,Rural,,,,,,,,,
31807,Rural,,,,,,,,,
31808,Rural,,,,,,,,,
31810,Rural,,,,,,,,,
31811,Rural,,,,,,,,,
31812,Rural,,,,,,,,,
31814,Rural,,,,,,,,,
31815,Rural,,,,,,,,,
31816,Mixed,,,,,,,,,
31820,Mixed,,,,,,,,,
31821,Rural,,,,,,,,,
31822,Rural,,,,,,,,,
31823,Rural,,,,,,,,,
31824,Rural,,,,,,,,,
31825,Rural,,,,,,,,,
31826,Rural,,,,,,,,,
31827,Rural,,,,,,,,,
31829,Rural,,,,,,,,,
31830,Rural,,,,,,,,,
31831,Rural,,,,,,,,,
31832,Rural,,,,,,,,,
31833,Mixed,,,,,,,,,
31836,Rural,,,,,,,,,
31901,Urbanized Area,,,,,,,,,
31903,Urbanized Area,,,,,,,,,
31904,Urbanized Area,,,,,,,,,
31905,Urbanized Area,,,,,,,,,
31906,Urbanized Area,,,,,,,,,
31907,Urbanized Area,,,,,,,,,
31909,Urbanized Area,,,,,,,,,
32003,Urbanized Area,,,,,,,,,
32008,Rural,,,,,,,,,
32009,Rural,,,,,,,,,
32011,Mixed,,,,,,,,,
32024,Rural,,,,,,,,,
32025,Mixed,,,,,,,,,
32026,Rural,,,,,,,,,
32033,Rural,,,,,,,,,
32034,Mixed,,,,,,,,,
32038,Rural,,,,,,,,,
32040,Rural,,,,,,,,,
32043,Mixed,,,,,,,,,
32044,Rural,,,,,,,,,
32046,Rural,,,,,,,,,
32052,Mixed,,,,,,,,,
32053,Rural,,,,,,,,,
32054,Mixed,,,,,,,,,
32055,Mixed,,,,,,,,,
32058,Rural,,,,,,,,,
32059,Rural,,,,,,,,,
32060,Rural,,,,,,,,,
32061,Rural,,,,,,,,,
32062,Rural,,,,,,,,,
32063,Mixed,,,,,,,,,
32064,Urban Cluster,,,,,,,,,
32065,Urbanized Area,,,,,,,,,
32066,Rural,,,,,,,,,
32068,Urbanized Area,,,,,,,,,
32071,Rural,,,,,,,,,
32072,Rural,,,,,,,,,
32073,Urbanized Area,,,,,,,,,
32079,Rural,,,,,,,,,
32080,Urbanized Area,,,,,,,,,
32081,Rural,,,,,,,,,
32082,Urbanized Area,,,,,,,,,
32083,Rural,,,,,,,,,
32084,Urbanized Area,,,,,,,,,
32086,Urbanized Area,,,,,,,,,
32087,Rural,,,,,,,,,
32091,Mixed,,,,,,,,,
32092,Mixed,,,,,,,,,
32094,Rural,,,,,,,,,
32095,Mixed,,,,,,,,,
32096,Rural,,,,,,,,,
32097,Mixed,,,,,,,,,
32102,Rural,,,,,,,,,
32110,Mixed,,,,,,,,,
32112,Mixed,,,,,,,,,
32113,Rural,,,,,,,,,
32114,Urbanized Area,,,,,,,,,
32117,Urbanized Area,,,,,,,,,
32118,Urbanized Area,,,,,,,,,
32119,Urbanized Area,,,,,,,,,
32124,Rural,,,,,,,,,
32127,Urbanized Area,,,,,,,,,
32128,Urbanized Area,,,,,,,,,
32129,Urbanized Area,,,,,,,,,
32130,Mixed,,,,,,,,,
32131,Mixed,,,,,,,,,
32132,Urbanized Area,,,,,,,,,
32133,Rural,,,,,,,,,
32134,Rural,,,,,,,,,
32136,Mixed,,,,,,,,,
32137,Urbanized Area,,,,,,,,,
32139,Rural,,,,,,,,,
32140,Rural,,,,,,,,,
32141,Urbanized Area,,,,,,,,,
32145,Rural,,,,,,,,,
32147,Rural,,,,,,,,,
32148,Mixed,,,,,,,,,
32157,Mixed,,,,,,,,,
32159,Urbanized Area,,,,,,,,,
32162,Urbanized Area,,,,,,,,,
32164,Urbanized Area,,,,,,,,,
32168,Urbanized Area,,,,,,,,,
32169,Urbanized Area,,,,,,,,,
32174,Urbanized Area,,,,,,,,,
32176,Urbanized Area,,,,,,,,,
32177,Mixed,,,,,,,,,
32179,Mixed,,,,,,,,,
32180,Rural,,,,,,,,,
32181,Rural,,,,,,,,,
32187,Mixed,,,,,,,,,
32189,Mixed,,,,,,,,,
32190,Rural,,,,,,,,,
32193,Rural,,,,,,,,,
32195,Rural,,,,,,,,,
32202,Urbanized Area,,,,,,,,,
32204,Urbanized Area,,,,,,,,,
32205,Urbanized Area,,,,,,,,,
32206,Urbanized Area,,,,,,,,,
32207,Urbanized Area,,,,,,,,,
32208,Urbanized Area,,,,,,,,,
32209,Urbanized Area,,,,,,,,,
32210,Urbanized Area,,,,,,,,,
32211,Urbanized Area,,,,,,,,,
32212,Urbanized Area,,,,,,,,,
32216,Urbanized Area,,,,,,,,,
32217,Urbanized Area,,,,,,,,,
32218,Urbanized Area,,,,,,,,,
32219,Mixed,,,,,,,,,
32220,Mixed,,,,,,,,,
32221,Urbanized Area,,,,,,,,,
32222,Urbanized Area,,,,,,,,,
32223,Urbanized Area,,,,,,,,,
32224,Urbanized Area,,,,,,,,,
32225,Urbanized Area,,,,,,,,,
32226,Mixed,,,,,,,,,
32227,Urbanized Area,,,,,,,,,
32228,Urbanized Area,,,,,,,,,
32233,Urbanized Area,,,,,,,,,
32234,Rural,,,,,,,,,
32244,Urbanized Area,,,,,,,,,
32246,Urbanized Area,,,,,,,,,
32250,Urbanized Area,,,,,,,,,
32254,Urbanized Area,,,,,,,,,
32256,Urbanized Area,,,,,,,,,
32257,Urbanized Area,,,,,,,,,
32258,Urbanized Area,,,,,,,,,
32259,Urbanized Area,,,,,,,,,
32266,Urbanized Area,,,,,,,,,
32277,Urbanized Area,,,,,,,,,
32301,Urbanized Area,,,,,,,,,
32303,Urbanized Area,,,,,,,,,
32304,Urbanized Area,,,,,,,,,
32305,Mixed,,,,,,,,,
32308,Urbanized Area,,,,,,,,,
32309,Urbanized Area,,,,,,,,,
32310,Mixed,,,,,,,,,
32311,Urbanized Area,,,,,,,,,
32312,Urbanized Area,,,,,,,,,
32317,Mixed,,,,,,,,,
32320,Mixed,,,,,,,,,
32321,Rural,,,,,,,,,
32322,Rural,,,,,,,,,
32323,Rural,,,,,,,,,
32324,Mixed,,,,,,,,,
32327,Mixed,,,,,,,,,
32328,Mixed,,,,,,,,,
32330,Rural,,,,,,,,,
32331,Rural,,,,,,,,,
32332,Rural,,,,,,,,,
32333,Mixed,,,,,,,,,
32334,Rural,,,,,,,,,
32336,Rural,,,,,,,,,
32340,Mixed,,,,,,,,,
32343,Rural,,,,,,,,,
32344,Rural,,,,,,,,,
32346,Rural,,,,,,,,,
32347,Mixed,,,,,,,,,
32348,Mixed,,,,,,,,,
32350,Rural,,,,,,,,,
32351,Mixed,,,,,,,,,
32352,Rural,,,,,,,,,
32355,Rural,,,,,,,,,
32356,Rural,,,,,,,,,
32358,Rural,,,,,,,,,
32359,Rural,,,,,,,,,
32361,Rural,,,,,,,,,
32399,Urbanized Area,,,,,,,,,
32401,Urbanized Area,,,,,,,,,
32403,Mixed,,,,,,,,,
32404,Urbanized Area,,,,,,,,,
32405,Urbanized Area,,,,,,,,,
32407,Urbanized Area,,,,,,,,,
32408,Urbanized Area,,,,,,,,,
32409,Mixed,,,,,,,,,
32410,Rural,,,,,,,,,
32413,Urbanized Area,,,,,,,,,
32420,Rural,,,,,,,,,
32421,Rural,,,,,,,,,
32423,Rural,,,,,,,,,
32424,Mixed,,,,,,,,,
32425,Mixed,,,,,,,,,
32426,Rural,,,,,,,,,
32427,Rural,,,,,,,,,
32428,Rural,,,,,,,,,
32430,Rural,,,,,,,,,
32431,Rural,,,,,,,,,
32432,Rural,,,,,,,,,
32433,Rural,,,,,,,,,
32435,Mixed,,,,,,,,,
32437,Rural,,,,,,,,,
32438,Rural,,,,,,,,,
32439,Rural,,,,,,,,,
32440,Mixed,,,,,,,,,
32442,Rural,,,,,,,,,
32443,Rural,,,,,,,,,
32444,Urbanized Area,,,,,,,,,
32445,Rural,,,,,,,,,
32446,Mixed,,,,,,,,,
32447,Urban Cluster,,,,,,,,,
32448,Mixed,,,,,,,,,
32449,Rural,,,,,,,,,
32455,Rural,,,,,,,,,
32456,Mixed,,,,,,,,,
32459,Mixed,,,,,,,,,
32460,Mixed,,,,,,,,,
32461,Rural,,,,,,,,,
32462,Rural,,,,,,,,,
32463,Rural,,,,,,,,,
32464,Rural,,,,,,,,,
32465,Rural,,,,,,,,,
32466,Mixed,,,,,,,,,
32501,Urbanized Area,,,,,,,,,
32502,Urbanized Area,,,,,,,,,
32503,Urbanized Area,,,,,,,,,
32504,Urbanized Area,,,,,,,,,
32505,Urbanized Area,,,,,,,,,
32506,Urbanized Area,,,,,,,,,
32507,Urbanized Area,,,,,,,,,
32508,Urbanized Area,,,,,,,,,
32509,Urbanized Area,,,,,,,,,
32511,Urbanized Area,,,,,,,,,
32514,Urbanized Area,,,,,,,,,
32526,Urbanized Area,,,,,,,,,
32530,Urbanized Area,,,,,,,,,
32531,Rural,,,,,,,,,
32533,Mixed,,,,,,,,,
32534,Urbanized Area,,,,,,,,,
32535,Mixed,,,,,,,,,
32536,Urban Cluster,,,,,,,,,
32539,Mixed,,,,,,,,,
32541,Urbanized Area,,,,,,,,,
32542,Urbanized Area,,,,,,,,,
32544,Urbanized Area,,,,,,,,,
32547,Urbanized Area,,,,,,,,,
32548,Urbanized Area,,,,,,,,,
32550,Urbanized Area,,,,,,,,,
32561,Urbanized Area,,,,,,,,,
32563,Urbanized Area,,,,,,,,,
32564,Rural,,,,,,,,,
32565,Rural,,,,,,,,,
32566,Urbanized Area,,,,,,,,,
32567,Rural,,,,,,,,,
32568,Rural,,,,,,,,,
32569,Urbanized Area,,,,,,,,,
32570,Mixed,,,,,,,,,
32571,Urbanized Area,,,,,,,,,
32577,Rural,,,,,,,,,
32578,Urbanized Area,,,,,,,,,
32579,Urbanized Area,,,,,,,,,
32580,Urbanized Area,,,,,,,,,
32583,Mixed,,,,,,,,,
32601,Urbanized Area,,,,,,,,,
32603,Urbanized Area,,,,,,,,,
32605,Urbanized Area,,,,,,,,,
32606,Urbanized Area,,,,,,,,,
32607,Urbanized Area,,,,,,,,,
32608,Urbanized Area,,,,,,,,,
32609,Urbanized Area,,,,,,,,,
32612,Urbanized Area,,,,,,,,,
32615,Mixed,,,,,,,,,
32616,Urban Cluster,,,,,,,,,
32617,Rural,,,,,,,,,
32618,Rural,,,,,,,,,
32619,Rural,,,,,,,,,
32621,Rural,,,,,,,,,
32622,Rural,,,,,,,,,
32625,Rural,,,,,,,,,
32626,Rural,,,,,,,,,
32628,Urban Cluster,,,,,,,,,
32631,Rural,,,,,,,,,
32639,Rural,,,,,,,,,
32640,Rural,,,,,,,,,
32641,Urbanized Area,,,,,,,,,
32643,Mixed,,,,,,,,,
32648,Rural,,,,,,,,,
32653,Urbanized Area,,,,,,,,,
32656,Mixed,,,,,,,,,
32658,Rural,,,,,,,,,
32664,Rural,,,,,,,,,
32666,Rural,,,,,,,,,
32667,Rural,,,,,,,,,
32668,Rural,,,,,,,,,
32669,Rural,,,,,,,,,
32680,Rural,,,,,,,,,
32681,Rural,,,,,,,,,
32683,Rural,,,,,,,,,
32686,Rural,,,,,,,,,
32692,Rural,,,,,,,,,
32693,Rural,,,,,,,,,
32694,Rural,,,,,,,,,
32696,Mixed,,,,,,,,,
32697,Rural,,,,,,,,,
32701,Urbanized Area,,,,,,,,,
32702,Rural,,,,,,,,,
32703,Urbanized Area,,,,,,,,,
32707,Urbanized Area,,,,,,,,,
32708,Urbanized Area,,,,,,,,,
32709,Rural,,,,,,,,,
32712,Urbanized Area,,,,,,,,,
32713,Urbanized Area,,,,,,,,,
32714,Urbanized Area,,,,,,,,,
32720,Urbanized Area,,,,,,,,,
32724,Urbanized Area,,,,,,,,,
32725,Urbanized Area,,,,,,,,,
32726,Urbanized Area,,,,,,,,,
32730,Urbanized Area,,,,,,,,,
32732,Rural,,,,,,,,,
32735,Urbanized Area,,,,,,,,,
32736,Rural,,,,,,,,,
32738,Urbanized Area,,,,,,,,,
32744,Mixed,,,,,,,,,
32746,Urbanized Area,,,,,,,,,
32750,Urbanized Area,,,,,,,,,
32751,Urbanized Area,,,,,,,,,
32754,Mixed,,,,,,,,,
32757,Urbanized Area,,,,,,,,,
32759,Rural,,,,,,,,,
32763,Urbanized Area,,,,,,,,,
32764,Rural,,,,,,,,,
32765,Urbanized Area,,,,,,,,,
32766,Urbanized Area,,,,,,,,,
32767,Rural,,,,,,,,,
32771,Urbanized Area,,,,,,,,,
32773,Urbanized Area,,,,,,,,,
32776,Mixed,,,,,,,,,
32778,Urbanized Area,,,,,,,,,
32779,Urbanized Area,,,,,,,,,
32780,Urbanized Area,,,,,,,,,
32784,Mixed,,,,,,,,,
32789,Urbanized Area,,,,,,,,,
32792,Urbanized Area,,,,,,,,,
32796,Urbanized Area,,,,,,,,,
32798,Urbanized Area,,,,,,,,,
32801,Urbanized Area,,,,,,,,,
32803,Urbanized Area,,,,,,,,,
32804,Urbanized Area,,,,,,,,,
32805,Urbanized Area,,,,,,,,,
32806,Urbanized Area,,,,,,,,,
32807,Urbanized Area,,,,,,,,,
32808,Urbanized Area,,,,,,,,,
32809,Urbanized Area,,,,,,,,,
32810,Urbanized Area,,,,,,,,,
32811,Urbanized Area,,,,,,,,,
32812,Urbanized Area,,,,,,,,,
32814,Urbanized Area,,,,,,,,,
32817,Urbanized Area,,,,,,,,,
32818,Urbanized Area,,,,,,,,,
32819,Urbanized Area,,,,,,,,,
32820,Mixed,,,,,,,,,
32821,Urbanized Area,,,,,,,,,
32822,Urbanized Area,,,,,,,,,
32824,Urbanized Area,,,,,,,,,
32825,Urbanized Area,,,,,,,,,
32826,Urbanized Area,,,,,,,,,
32827,Urbanized Area,,,,,,,,,
32828,Urbanized Area,,,,,,,,,
32829,Urbanized Area,,,,,,,,,
32830,Rural,,,,,,,,,
32831,Urbanized Area,,,,,,,,,
32832,Mixed,,,,,,,,,
32833,Mixed,,,,,,,,,
32835,Urbanized Area,,,,,,,,,
32836,Urbanized Area,,,,,,,,,
32837,Urbanized Area,,,,,,,,,
32839,Urbanized Area,,,,,,,,,
32901,Urbanized Area,,,,,,,,,
32903,Urbanized Area,,,,,,,,,
32904,Urbanized Area,,,,,,,,,
32905,Urbanized Area,,,,,,,,,
32907,Urbanized Area,,,,,,,,,
32908,Urbanized Area,,,,,,,,,
32909,Urbanized Area,,,,,,,,,
32920,Urbanized Area,,,,,,,,,
32922,Urbanized Area,,,,,,,,,
32925,Urbanized Area,,,,,,,,,
32926,Urbanized Area,,,,,,,,,
32927,Urbanized Area,,,,,,,,,
32931,Urbanized Area,,,,,,,,,
32934,Urbanized Area,,,,,,,,,
